"TALLER","CODIGO INTERNO","NOMBRE DE PRODUCTO","1 TAB","2 TIPO","3 ZONA","AREA","SUBAREA","LINK DE MANUAL","LINK DE VIDEO"
"Electrónica","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","TEC-104","Computadora de escritorio - todo en uno","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-126","Mesa de Computadora para estudiante (1000 x 600 x 760 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-169","Silla para Estudiante","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","TEC-111-X","Impresora Multifuncional","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","TEC-114","Pizarra (pantalla) táctil interactiva multi- touch","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","","Cámara de Documentos","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","TEC-108","Equipo de sonido","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-114-Y","Escritorio para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-168","Silla para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","COM-204","Lienzo magnético para aplicar metodologías de diseño","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","ESP-187-Y","Impresora 3D","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-481","Videos didácticos cortos de la metodología y técnicas relacionadas con la creación de propuestas de valor","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","COM-206","Lienzo magnético para diseñar modelos de negocios","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","COM-205","Lienzo magnético para diseñar flujogramas de la producción (DOP y DAP)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-04","Manual de uso por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-05","Manual de mantenimiento por cada equipo análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-06","Manual pedagógico para diseñar la propuesta de valor utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","ESP-281-Z","Multímetro digital","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-180","Generador de señales analógicas y digitales","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-287-Z","Osciloscopio digital","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-170","Frecuencímetro digital","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-104","Analizador de espectro","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-381","Vector Analizador de redes","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-119","Capacímetro digital","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-291","Pinza Voltamperimétrica","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-176-Y","Fuente de alimentación","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-479","Videos cortos instructivos para su uso, por cada instrumento de medición","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-56","Manual de uso por cada equipo de electricidad (Osciloscopio, frecuencímetro, etc.)","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-57","Manual de mantenimiento por cada equipo de electricidad (Osciloscopio, frecuencímetro, etc.)","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-58","Manual pedagógico para el uso de los equipos de electricidad (Osciloscopio, frecuencímetro, etc.)","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-465","USB con información de los manuales de electricidad (Osciloscopio, frecuencímetro, etc.)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-152","Mueble bajo (1000 x 600 x 900 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-140","Mesa Discapacitado","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-297","Pistola de soldar","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-121","Cautín","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-208","Kit de soldadura - Estación de calor","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-168","Extractor de soldadura","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-101-Y","Alicate de corte","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-104-Y","Alicate de punta curva","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-109-Y","Alicate universal","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-103","Alicate de punta","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-106-X","Alicate pelacable","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-154","Juego de mini alicates","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-141-Y","Juego de destornilladores (8 destornilladores)","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-142","Juego de destornilladores de precisión","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-109","Atornillador portátil","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-211","Juego de pinzas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-146","Juego de llaves Allen","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-147-Y","Cúter","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","COM-126-X","Calibrador digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-315","Protoboard: placa de pruebas","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-257","Minitaladro portatil","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","COM-301","Tornillo de Banco Multiángulos","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","ESP-359-Y","Taladro portátil","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","COM-125","Calibrador de conductores eléctricos AWG","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","HER-162-X","Llave ajustable","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","COM-294","Tapete y sujetador de placas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-244","Máquina para el ruteado de contorno y perforado","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","ESP-245","Máquina para la exposición fotográfica","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","ESP-243","Máquina para el revelado por inmersión","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","ESP-246","Máquina para la Preparación de ojalillos","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","COM-211","Lupas con iluminación para laboratorio de electrónica","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-478","Videos cortos instructivos para su uso, por cada herramienta","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-59","Manual de uso por cada herramienta","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-72","Manual de mantenimiento por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-73","Manual pedagógico para el uso de los equipos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","ESP-205","Kit de inicio de electrónica básica (Componentes de electrónica básica)","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-260","Módulo de entrenamiento para el desarrollo de circuitos electrónicos analógicos y digitales","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-439","Simulador virtual de circuitos electrónicos analógicos y digitales","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-199","Kit de entrenamiento de electrónica de potencia","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-480-Z","Videos cortos instructivos para su uso, por cada equipo de electrónica básica","Video","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","KEFF-68","Manual de uso por cada módulo de electrónica","Manual","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","KEFF-72","Manual de mantenimiento por cada equipo","Manual","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","KEFF-73","Manual pedagógico para el uso de los equipos","Manual","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-195","Kit completo de inicio para desarrollo de electrónica con microcontrolador","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","ESP-200","Kit de entrenamiento con microcontroladores","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-480-W","Videos cortos instructivos para su uso, por cada equipo de electrónica con microcontrolador","Video","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","KEFF-71","Manual de uso por cada equipo de electrónica","Manual","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","KEFF-72","Manual de mantenimiento por cada equipo","Manual","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","KEFF-73","Manual pedagógico para el uso de los equipos","Manual","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","","Kit de componentes para el desarrollo de proyectos con Arduino - Tarjeta de Arduino 2560","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-480-X","Videos cortos instructivos para su uso, por kit de electrónica con Arduino","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","","Manual de uso de equipos de electrónica con Arduino: Proyectos con Aruduino","Manual","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-63","Manual de mantenimiento del Kit con Arduino","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-64","Manual pedagógico para el desarrollo de proyectos con Arduino","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","ESP-214","Kits de Robots ""No estructurados"": aplicaciones a la industria","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-480-Y","Videos cortos instructivos para su uso del kit de Robots","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-65","Manual de uso por cada kit de Arduino y Robótica","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-72","Manual de mantenimiento por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-73","Manual pedagógico para el uso de los equipos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","MOB-132","Mesa de trabajo de electrónica con encimera (1800 mm x 850 mm x 1000 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","MOB-131","Mesa de trabajo de electrónica con 2 cajones (1800 x 850 x 1000 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","MOB-169","Silla para Estudiante","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","MAT-161","Extintor CO2","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","MAT-163-X","Extintor PQS","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","MAT-123-Y","Botiquín","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","LABORATORIO Y SERVICIO ELECTRÓNICO","","",""
"Electrónica","MAT-172-X","Guantes de electricista","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","MAT-164-Y-5","Láminas en relieve de normas de seguridad y señalética de seguridad","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","CAPA-ELECTRO","Taller de Capacitación presencial","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electrónica","USB-ELECTRO","USB con material para la capacitación","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Industria Alimentaria","TEC-107-X","Equipo de grabación para reportero","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","TEC-103","Cámara fotográfica","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","TEC-102-Y","Cámara Filmadora con trípode","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","TEC-117","Tablet","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-01","Manual de uso por cada equipo de Identificación de necesidades y problemas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-02","Manual de mantenimiento por cada equipo de Identificación de necesidades y problemas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-03","Manual pedagógico para identificar necesidades y problemas utilizando los equipos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","TEC-104","COMPUTADORA DE ESCRITORIO - TODO EN UNO","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MOB-126","Mesa de Computadora para estudiante (1000 x 600 x 760 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MOB-169","Silla para Estudiante","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","COM-204","Lienzo magnético para aplicar metodologías de diseño","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","COM-206","Lienzo magnético para diseñar modelos de negocios","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","TEC-114","Pizarra (pantalla) táctil interactiva multi-touch","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","","Cámara de Documentos","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","TEC-108","Equipo de sonido","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MOB-114-Y","Escritorio para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MOB-168","Silla para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-481","Videos didácticos cortos de la metodología y técnicas relacionadas con la creación de propuestas de valor","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","COM-205","Lienzo magnético para diseñar flujogramas de la producción (DOP y DAP)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-04","Manual de uso por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-05","Manual de mantenimiento por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-06","Manual pedagógico para diseñar la propuesta de valor utilizando los equipos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","ESP-126-Y","Cocina Semi Industrial a gas","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-217-Y","Licuadora Industrial","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-170","Exprimidora","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-107","Balanza 40Kg","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-108","Balanza 5Kg","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-111","Balanza Gramera 500g","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-276","Refractometro Manual 0-32","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-277","Refractometro Manual 0-90","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-297","Termómetro digital","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-254","Ph metro Para Alimentos Líquidos","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-146","Despulpadora Manual de Frutas","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-276","Molino Eléctrico Pulverizador De Hierbas Y Granos","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-147","Deshidratadora","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-323","Refrigeradora (Capacidad 255L)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-288","Pasteurización doméstico 15 litros","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-264","Prensa manual para Frutas y Verduras","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-251","Marmita a gas de 10 Litros","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-284","Olla a Presión 9 Litros","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-394","Olla 50 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-392","Olla 10 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-393","Olla 5 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-133","Cilindros de plástico","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Industria Alimentaria","MAT-461","Tina de plástico de 150 Litros","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Industria Alimentaria","MAT-453","Tabla de picar","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-146","Cuchillo de Acero Inoxidable","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-136","Coladeras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-116","Bandejas de Plástico","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-110","Balde de Plástico 20 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-109","Balde de Plástico 10 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-190","Jarra de Plástico de 2 litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-159","Espumadera","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-151","Embudo","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-143","Kit de Cucharas N° 3 y N°4","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-140","Cuchara Grande de Madera","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-455","Tazón Bowl N° 20","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
